Count,sender,sender_id,receiver,receiver_id,amount,currency,Mt,year,direction,category,send region,receiver region,mx/mt
550,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,Abu Dhabi Commercial Bank,ADCBMEAD03P,133024.62,AED,MT700,2017,Incoming,Investment,Asia Pacific,Middle East,MT
551,Standard Chartered,SCSTSAJOP2N,BNP Paribas,BPBNSAGC7SV,4360.06,USD,MT760,2023,Incoming,Loan Disbursement,South Asia,South Asia,MT
552,UBS,UBSXCAE3O4P,National Bank of Fujairah,NBOFMEAE56L,14928.9,AED,MT799,2018,Incoming,Corporate Payment,Caribbean,Middle East,MT
553,First Abu Dhabi Bank,FADBMEA2699,National Bank of Fujairah,NBOFMEAE56L,1263033.88,AED,MT940,2020,Incoming,Loan Disbursement,Middle East,Middle East,MT
554,BNP Paribas,BPBNSAGC7SV,Emirates NBD,ENEMMEA6RXO,274146.87,AED,MT950,2017,Incoming,Corporate Payment,South Asia,Middle East,MT
555,Wells Fargo,WFWENAPH7O1,National Bank of Fujairah,NBOFMEAE56L,551.75,AED,MT940,2022,Outgoing,Retail Payment,North America,Middle East,MT
556,Bank of China,BOCBLAUE3HB,BNP Paribas,BPBNSAGC7SV,2067.5,EUR,MT950,2023,Incoming,FX Settlement,Latin America,Africa,MT
557,Industrial and Commercial Bank of China,IACBCASEWNX,Emirates NBD,ENEMMEA6RXO,27733.78,EUR,MT202,2020,Incoming,Loan Disbursement,Caribbean,Middle East,MT
558,BNP Paribas,BPBNSAGC7SV,RAK Bank,RBRAMEAANF7,3352.09,USD,MT950,2016,Outgoing,Investment,South Asia,Middle East,MT
559,Royal Bank of Canada,RBOCAPJ0UHW,First Abu Dhabi Bank,FADBMEA2699,32479.98,AED,MT910,2016,Incoming,Treasury Operations,Asia Pacific,Middle East,MT
560,Barclays,BBARCAJJO3R,National Bank of Fujairah,NBOFMEAE56L,36008.39,AED,MT950,2020,Outgoing,Corporate Payment,Caribbean,Middle East,MT
561,Abu Dhabi Commercial Bank,ADCBMEAD03P,Emirates NBD,ENEMMEA6RXO,48022.34,USD,MT760,2018,Outgoing,Loan Disbursement,Middle East,Middle East,MT
562,Royal Bank of Canada,RBOCAPJ0UHW,Sharjah Islamic Bank,SIBSMEAWAQ7,215345.71,EUR,MT940,2019,Incoming,Interbank Settlement,Asia Pacific,Middle East,MT
563,UBS,UBSXCAE3O4P,Abu Dhabi Commercial Bank,ADCBMEAD03P,17659.86,USD,MT760,2018,Outgoing,Trade Finance,Caribbean,Middle East,MT
564,Industrial and Commercial Bank of China,IACBCASEWNX,RAK Bank,RBRAMEAANF7,8421.05,EUR,MT202,2020,Outgoing,Treasury Operations,Caribbean,Middle East,MT
565,Barclays,BBARCAJJO3R,Credit Suisse,CSCREUD3JR5,295666.25,AED,MT940,2019,Outgoing,Investment,Caribbean,Central Asia,MT
566,Wells Fargo,WFWENAPH7O1,Dubai Islamic Bank,DIBDMEA5E82,214986.36,USD,MT799,2022,Incoming,Treasury Operations,North America,Europe,MT
567,Industrial and Commercial Bank of China,IACBCASEWNX,RAK Bank,RBRAMEAANF7,53608.8,EUR,MT760,2023,Outgoing,Treasury Operations,Caribbean,Middle East,MT
568,Morgan Stanley,MSMOAFSRT5V,Emirates NBD,ENEMMEA6RXO,406169.0,JPY,MT103,2017,Incoming,Loan Disbursement,Africa,Middle East,MT
569,JPMorgan Chase,JCJPCSPOOGD,United Arab Bank,UABUMEAPCIA,2143.73,USD,MT103,2020,Outgoing,Investment,Central Asia,Middle East,MT
570,Barclays,BBARCAJJO3R,Credit Suisse,CSCREUD3JR5,10509.89,GBP,MT202,2016,Incoming,Retail Payment,Caribbean,North America,MT
571,Emirates NBD,ENEMMEA6RXO,Wells Fargo,WFWENAPH7O1,58023.64,EUR,MT940,2020,Incoming,Investment,Middle East,North America,MT
572,Deutsche Bank,DBDEAFDWKG7,Mashreq Bank,MBMAMEAE4ZY,15104.99,AED,MT700,2017,Incoming,FX Settlement,Africa,Middle East,MT
573,JPMorgan Chase,JCJPCSPOOGD,Morgan Stanley,MSMOAFSRT5V,47009.57,USD,MT103,2018,Incoming,Retail Payment,Central Asia,South Asia,MT
574,HSBC,HSBCSAJE8V3,Commercial Bank of Dubai,CBODMEA7WUU,29547.9,CNY,MT700,2016,Incoming,Interbank Settlement,South Asia,Middle East,MT
575,Industrial and Commercial Bank of China,IACBCASEWNX,United Arab Bank,UABUMEAPCIA,7129.8,GBP,MT103,2017,Outgoing,Interbank Settlement,Caribbean,Middle East,MT
576,Dubai Islamic Bank,DIBDMEA5E82,First Abu Dhabi Bank,FADBMEA2699,1060.3,USD,MT700,2020,Incoming,FX Settlement,Middle East,Middle East,MT
577,Citibank,CCITCSAWGWT,Sharjah Islamic Bank,SIBSMEAWAQ7,98209.26,CNY,MT950,2015,Incoming,FX Settlement,Central Asia,Middle East,MT
578,Deutsche Bank,DBDEAFDWKG7,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,10940.83,USD,MT940,2022,Incoming,FX Settlement,Africa,Middle East,MT
579,Dubai Islamic Bank,DIBDMEA5E82,National Bank of Fujairah,NBOFMEAE56L,32743.07,USD,MT700,2017,Outgoing,FX Settlement,Middle East,Middle East,MT
580,Bank of China,BOCBLAUE3HB,Wells Fargo,WFWENAPH7O1,65368.72,USD,MT799,2017,Incoming,Corporate Payment,Latin America,Asia Pacific,MT
581,Wells Fargo,WFWENAPH7O1,Dubai Islamic Bank,DIBDMEA5E82,6578.7,USD,MT950,2015,Outgoing,Investment,North America,Middle East,MT
582,JPMorgan Chase,JCJPCSPOOGD,Sharjah Islamic Bank,SIBSMEAWAQ7,75396.99,GBP,MT760,2020,Outgoing,Interbank Settlement,Central Asia,Middle East,MT
583,Citibank,CCITCSAWGWT,Dubai Islamic Bank,DIBDMEA5E82,20050.38,USD,MT760,2020,Outgoing,Investment,Central Asia,Middle East,MT
584,Standard Chartered,SCSTSAJOP2N,Commercial Bank of Dubai,CBODMEA7WUU,1372.04,CHF,MT950,2020,Incoming,Loan Disbursement,South Asia,Middle East,MT
585,Wells Fargo,WFWENAPH7O1,Mashreq Bank,MBMAMEAE4ZY,24547.08,GBP,MT700,2023,Incoming,Corporate Payment,North America,Middle East,MT
586,Morgan Stanley,MSMOAFSRT5V,Emirates NBD,ENEMMEA6RXO,148528.22,USD,MT700,2017,Outgoing,FX Settlement,Africa,Middle East,MT
587,First Abu Dhabi Bank,FADBMEA2699,Mashreq Bank,MBMAMEAE4ZY,4711.94,AUD,MT799,2017,Outgoing,Trade Finance,Middle East,Middle East,MT
588,HSBC,HSBCSAJE8V3,Citibank,CCITCSAWGWT,19040.48,USD,MT910,2020,Outgoing,Interbank Settlement,South Asia,South Asia,MT
589,BNP Paribas,BPBNSAGC7SV,Sharjah Islamic Bank,SIBSMEAWAQ7,51737.63,EUR,MT799,2022,Incoming,Interbank Settlement,South Asia,Middle East,MT
590,Credit Suisse,CSCREUD3JR5,BNP Paribas,BPBNSAGC7SV,72095.87,USD,MT202,2016,Outgoing,Loan Disbursement,Europe,Latin America,MT
591,Abu Dhabi Commercial Bank,ADCBMEAD03P,Emirates NBD,ENEMMEA6RXO,1688.35,GBP,MT103,2023,Outgoing,Loan Disbursement,Middle East,Middle East,MT
592,UBS,UBSXCAE3O4P,Mashreq Bank,MBMAMEAE4ZY,56915.28,AED,MT910,2015,Incoming,Retail Payment,Caribbean,Middle East,MT
593,Barclays,BBARCAJJO3R,Emirates NBD,ENEMMEA6RXO,4371.7,USD,MT103,2018,Incoming,Investment,Caribbean,Middle East,MT
594,JPMorgan Chase,JCJPCSPOOGD,Mashreq Bank,MBMAMEAE4ZY,31106.96,AED,MT910,2019,Outgoing,Retail Payment,Central Asia,South Asia,MT
595,Royal Bank of Canada,RBOCAPJ0UHW,JPMorgan Chase,JCJPCSPOOGD,8412.92,EUR,MT202,2023,Incoming,Loan Disbursement,Asia Pacific,Caribbean,MT
596,Morgan Stanley,MSMOAFSRT5V,Commercial Bank of Dubai,CBODMEA7WUU,30901.1,USD,MT950,2022,Incoming,Corporate Payment,Africa,Middle East,MT
597,Dubai Islamic Bank,DIBDMEA5E82,Abu Dhabi Islamic Bank,ADIBMEAAD1L,3898.0,GBP,MT700,2015,Outgoing,Interbank Settlement,Middle East,Middle East,MT
598,JPMorgan Chase,JCJPCSPOOGD,First Abu Dhabi Bank,FADBMEA2699,16156.59,USD,MT700,2016,Incoming,Corporate Payment,Central Asia,Middle East,MT
599,Barclays,BBARCAJJO3R,Wells Fargo,WFWENAPH7O1,10961.83,USD,MT799,2016,Incoming,Corporate Payment,Caribbean,Central Asia,MT
600,Standard Chartered,SCSTSAJOP2N,Dubai Islamic Bank,DIBDMEA5E82,12140.33,EUR,MT950,2018,Incoming,FX Settlement,South Asia,Middle East,MT
601,First Abu Dhabi Bank,FADBMEA2699,Sharjah Islamic Bank,SIBSMEAWAQ7,1930.96,EUR,MT700,2017,Outgoing,Trade Finance,Middle East,Middle East,MT
602,HSBC,HSBCSAJE8V3,RAK Bank,RBRAMEAANF7,35681.58,USD,MT760,2019,Outgoing,Loan Disbursement,South Asia,Middle East,MT
603,Bank of China,BOCBLAUE3HB,First Abu Dhabi Bank,FADBMEA2699,14651.08,USD,MT799,2023,Outgoing,Loan Disbursement,Latin America,Middle East,MT
604,Emirates NBD,ENEMMEA6RXO,Abu Dhabi Islamic Bank,ADIBMEAAD1L,32874.36,AED,MT910,2015,Incoming,Corporate Payment,Middle East,Middle East,MT
605,Abu Dhabi Commercial Bank,ADCBMEAD03P,Dubai Islamic Bank,DIBDMEA5E82,18801.59,EUR,MT940,2020,Incoming,Corporate Payment,Middle East,Middle East,MT
606,Standard Chartered,SCSTSAJOP2N,Sharjah Islamic Bank,SIBSMEAWAQ7,199916.78,EUR,MT950,2016,Incoming,Retail Payment,South Asia,Middle East,MT
607,UBS,UBSXCAE3O4P,United Arab Bank,UABUMEAPCIA,99074.23,USD,MT103,2020,Outgoing,Retail Payment,Caribbean,Middle East,MT
608,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,RAK Bank,RBRAMEAANF7,411383.4,AED,MT910,2015,Outgoing,Interbank Settlement,Asia Pacific,Middle East,MT
609,Emirates NBD,ENEMMEA6RXO,United Arab Bank,UABUMEAPCIA,14330.59,EUR,MT700,2019,Outgoing,Trade Finance,Middle East,Middle East,MT
610,Goldman Sachs,GSGOAPYB7P0,Mashreq Bank,MBMAMEAE4ZY,2845.88,USD,MT950,2015,Outgoing,Investment,Asia Pacific,Middle East,MT
611,HSBC,HSBCSAJE8V3,Dubai Islamic Bank,DIBDMEA5E82,20776301.0,JPY,MT103,2023,Incoming,Corporate Payment,South Asia,South Asia,MT
612,Credit Suisse,CSCREUD3JR5,National Bank of Fujairah,NBOFMEAE56L,8089.6,GBP,MT760,2018,Incoming,Corporate Payment,Europe,Middle East,MT
613,Emirates NBD,ENEMMEA6RXO,United Arab Bank,UABUMEAPCIA,4368.58,USD,MT202,2022,Incoming,Trade Finance,Middle East,Middle East,MT
614,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,United Arab Bank,UABUMEAPCIA,5753.67,USD,MT103,2019,Outgoing,Corporate Payment,Asia Pacific,Middle East,MT
615,Bank of China,BOCBLAUE3HB,Deutsche Bank,DBDEAFDWKG7,7982.4,USD,MT760,2023,Incoming,Treasury Operations,Latin America,Southeast Asia,MT
616,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,Abu Dhabi Commercial Bank,ADCBMEAD03P,99398.21,USD,MT700,2019,Outgoing,Loan Disbursement,Asia Pacific,Middle East,MT
617,BNP Paribas,BPBNSAGC7SV,Abu Dhabi Islamic Bank,ADIBMEAAD1L,7274.67,EUR,MT910,2016,Outgoing,Trade Finance,South Asia,Middle East,MT
618,Industrial and Commercial Bank of China,IACBCASEWNX,RAK Bank,RBRAMEAANF7,24462.43,USD,MT950,2023,Outgoing,Corporate Payment,Caribbean,Middle East,MT
619,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,4859.05,USD,MT940,2022,Outgoing,Interbank Settlement,Asia Pacific,Middle East,MT
620,Standard Chartered,SCSTSAJOP2N,First Abu Dhabi Bank,FADBMEA2699,4350.73,EUR,MT940,2017,Incoming,Interbank Settlement,South Asia,Middle East,MT
621,UBS,UBSXCAE3O4P,Mashreq Bank,MBMAMEAE4ZY,54866.77,USD,MT760,2016,Outgoing,Investment,Caribbean,Middle East,MT
622,HSBC,HSBCSAJE8V3,Commercial Bank of Dubai,CBODMEA7WUU,64310.51,USD,MT202,2016,Outgoing,Investment,South Asia,Middle East,MT
623,First Abu Dhabi Bank,FADBMEA2699,First Abu Dhabi Bank,FADBMEA2699,3998.6,GBP,MT799,2023,Incoming,Investment,Middle East,Middle East,MT
624,Mashreq Bank,MBMAMEAE4ZY,Dubai Islamic Bank,DIBDMEA5E82,54850.65,USD,MT700,2019,Outgoing,Investment,Middle East,Middle East,MT
625,Mashreq Bank,MBMAMEAE4ZY,National Bank of Fujairah,NBOFMEAE56L,27310.21,USD,MT799,2022,Incoming,Loan Disbursement,Middle East,Middle East,MT
626,Standard Chartered,SCSTSAJOP2N,Commercial Bank of Dubai,CBODMEA7WUU,3039.3,GBP,MT799,2020,Incoming,Corporate Payment,South Asia,Middle East,MT
627,Credit Suisse,CSCREUD3JR5,Sharjah Islamic Bank,SIBSMEAWAQ7,4671.7,USD,MT940,2016,Incoming,Retail Payment,Europe,Middle East,MT
628,Goldman Sachs,GSGOAPYB7P0,Mashreq Bank,MBMAMEAE4ZY,82364.31,AED,MT700,2018,Incoming,Corporate Payment,Asia Pacific,Middle East,MT
629,Industrial and Commercial Bank of China,IACBCASEWNX,Abu Dhabi Islamic Bank,ADIBMEAAD1L,106719.05,AED,MT940,2018,Outgoing,Interbank Settlement,Caribbean,Middle East,MT
630,Mashreq Bank,MBMAMEAE4ZY,Abu Dhabi Commercial Bank,ADCBMEAD03P,41696.28,USD,MT103,2015,Outgoing,Retail Payment,Middle East,Middle East,MT
631,Citibank,CCITCSAWGWT,Bank of China,BOCBLAUE3HB,691198.0,JPY,MT760,2021,Outgoing,Corporate Payment,Central Asia,Latin America,MT
632,Wells Fargo,WFWENAPH7O1,United Arab Bank,UABUMEAPCIA,76518.49,CAD,MT700,2018,Incoming,Retail Payment,North America,Middle East,MT
633,Industrial and Commercial Bank of China,IACBCASEWNX,Commercial Bank of Dubai,CBODMEA7WUU,213710.13,EUR,MT910,2020,Incoming,Investment,Caribbean,Middle East,MT
634,UBS,UBSXCAE3O4P,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,87201.15,CNY,MT103,2016,Outgoing,FX Settlement,Caribbean,Middle East,MT
635,UBS,UBSXCAE3O4P,Mashreq Bank,MBMAMEAE4ZY,3838.3,USD,MT202,2017,Outgoing,Retail Payment,Caribbean,Middle East,MT
636,HSBC,HSBCSAJE8V3,Sharjah Islamic Bank,SIBSMEAWAQ7,46682.71,EUR,MT760,2023,Incoming,Trade Finance,South Asia,Middle East,MT
637,Credit Suisse,CSCREUD3JR5,Sharjah Islamic Bank,SIBSMEAWAQ7,16673.46,USD,MT760,2015,Incoming,Trade Finance,Europe,Middle East,MT
638,Bank of America,BOABAPYTBUG,RAK Bank,RBRAMEAANF7,11555.55,EUR,MT202,2015,Outgoing,Trade Finance,Asia Pacific,Middle East,MT
639,Mashreq Bank,MBMAMEAE4ZY,Abu Dhabi Commercial Bank,ADCBMEAD03P,213367.37,EUR,MT202,2016,Incoming,Investment,Middle East,Latin America,MT
640,Dubai Islamic Bank,DIBDMEA5E82,HSBC,HSBCSAJE8V3,411149.87,USD,MT760,2015,Outgoing,Interbank Settlement,Middle East,Caribbean,MT
641,Bank of China,BOCBLAUE3HB,Dubai Islamic Bank,DIBDMEA5E82,7420.3,AED,MT760,2021,Incoming,Investment,Latin America,Middle East,MT
642,First Abu Dhabi Bank,FADBMEA2699,United Arab Bank,UABUMEAPCIA,81737.27,USD,MT799,2016,Incoming,Treasury Operations,Middle East,Middle East,MT
643,Dubai Islamic Bank,DIBDMEA5E82,Abu Dhabi Islamic Bank,ADIBMEAAD1L,107476.69,EUR,MT940,2022,Incoming,FX Settlement,Middle East,Middle East,MT
644,Industrial and Commercial Bank of China,IACBCASEWNX,Credit Suisse,CSCREUD3JR5,3400.27,CHF,MT202,2019,Outgoing,Treasury Operations,Caribbean,Caribbean,MT
645,Barclays,BBARCAJJO3R,Mashreq Bank,MBMAMEAE4ZY,3911.77,USD,MT950,2022,Incoming,Treasury Operations,Caribbean,North America,MT
646,JPMorgan Chase,JCJPCSPOOGD,Deutsche Bank,DBDEAFDWKG7,24453.46,EUR,MT940,2020,Outgoing,Loan Disbursement,Central Asia,Southeast Asia,MT
647,First Abu Dhabi Bank,FADBMEA2699,Mashreq Bank,MBMAMEAE4ZY,2742.53,USD,MT760,2015,Incoming,Loan Disbursement,Middle East,Middle East,MT
648,BNP Paribas,BPBNSAGC7SV,Commercial Bank of Dubai,CBODMEA7WUU,7668.11,EUR,MT799,2020,Incoming,Corporate Payment,South Asia,Middle East,MT
649,Morgan Stanley,MSMOAFSRT5V,First Abu Dhabi Bank,FADBMEA2699,9481.34,USD,MT103,2015,Incoming,Treasury Operations,Africa,Middle East,MT
650,Barclays,BBARCAJJO3R,Industrial and Commercial Bank of China,IACBCASEWNX,100908.36,USD,MT760,2023,Outgoing,Treasury Operations,Caribbean,Asia Pacific,MT
651,Abu Dhabi Commercial Bank,ADCBMEAD03P,Dubai Islamic Bank,DIBDMEA5E82,10414995.0,JPY,MT910,2017,Outgoing,Investment,Middle East,Middle East,MT
652,Emirates NBD,ENEMMEA6RXO,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,276449.69,AED,MT760,2016,Incoming,Loan Disbursement,Middle East,Middle East,MT
653,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,United Arab Bank,UABUMEAPCIA,14128.24,CAD,MT950,2020,Outgoing,Corporate Payment,Asia Pacific,Middle East,MT
654,First Abu Dhabi Bank,FADBMEA2699,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,56385.22,AED,MT950,2018,Outgoing,FX Settlement,Middle East,Middle East,MT
655,Abu Dhabi Commercial Bank,ADCBMEAD03P,Abu Dhabi Islamic Bank,ADIBMEAAD1L,216693.5,AED,MT910,2021,Incoming,Retail Payment,Middle East,Middle East,MT
656,Deutsche Bank,DBDEAFDWKG7,Dubai Islamic Bank,DIBDMEA5E82,3276.03,USD,MT202,2022,Incoming,Trade Finance,Africa,Middle East,MT
657,Barclays,BBARCAJJO3R,Royal Bank of Canada,RBOCAPJ0UHW,100313.27,USD,MT700,2015,Outgoing,Treasury Operations,Caribbean,Caribbean,MT
658,Bank of China,BOCBLAUE3HB,National Bank of Fujairah,NBOFMEAE56L,67749.06,AUD,MT799,2022,Incoming,Investment,Latin America,Middle East,MT
659,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,Dubai Islamic Bank,DIBDMEA5E82,158946.54,EUR,MT700,2020,Incoming,Investment,Asia Pacific,Middle East,MT
660,First Abu Dhabi Bank,FADBMEA2699,Abu Dhabi Islamic Bank,ADIBMEAAD1L,9241.25,USD,MT700,2019,Outgoing,Trade Finance,Middle East,Middle East,MT
661,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,First Abu Dhabi Bank,FADBMEA2699,21988.61,USD,MT910,2022,Incoming,Interbank Settlement,Asia Pacific,Middle East,MT
662,Mashreq Bank,MBMAMEAE4ZY,RAK Bank,RBRAMEAANF7,7456.92,AUD,MT910,2022,Incoming,Retail Payment,Middle East,Middle East,MT
663,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,Dubai Islamic Bank,DIBDMEA5E82,4362.64,EUR,MT940,2016,Incoming,Trade Finance,Asia Pacific,Middle East,MT
664,Credit Suisse,CSCREUD3JR5,Emirates NBD,ENEMMEA6RXO,571.28,GBP,MT799,2021,Incoming,Investment,Europe,Southeast Asia,MT
665,Citibank,CCITCSAWGWT,HSBC,HSBCSAJE8V3,12194.19,GBP,MT910,2019,Incoming,Interbank Settlement,Central Asia,Latin America,MT
666,Wells Fargo,WFWENAPH7O1,National Bank of Fujairah,NBOFMEAE56L,24721.56,USD,MT950,2023,Outgoing,FX Settlement,North America,Middle East,MT
667,Wells Fargo,WFWENAPH7O1,Royal Bank of Canada,RBOCAPJ0UHW,2068.35,USD,MT940,2016,Outgoing,Retail Payment,North America,Southeast Asia,MT
668,Standard Chartered,SCSTSAJOP2N,Emirates NBD,ENEMMEA6RXO,5615.27,EUR,MT910,2022,Incoming,FX Settlement,South Asia,Middle East,MT
669,Bank of America,BOABAPYTBUG,Commercial Bank of Dubai,CBODMEA7WUU,2439652.76,AED,MT202,2018,Incoming,Treasury Operations,Asia Pacific,Middle East,MT
670,Citibank,CCITCSAWGWT,Sharjah Islamic Bank,SIBSMEAWAQ7,12008.91,AUD,MT202,2017,Outgoing,Investment,Central Asia,Middle East,MT
671,Barclays,BBARCAJJO3R,RAK Bank,RBRAMEAANF7,36006.12,EUR,MT799,2016,Incoming,Trade Finance,Caribbean,Middle East,MT
672,UBS,UBSXCAE3O4P,Standard Chartered,SCSTSAJOP2N,370.16,GBP,MT940,2018,Outgoing,Investment,Caribbean,Caribbean,MT
673,Citibank,CCITCSAWGWT,United Arab Bank,UABUMEAPCIA,12706.91,GBP,MT799,2020,Incoming,Investment,Central Asia,Middle East,MT
674,BNP Paribas,BPBNSAGC7SV,United Arab Bank,UABUMEAPCIA,3761.74,EUR,MT910,2015,Outgoing,Corporate Payment,South Asia,Middle East,MT
675,Emirates NBD,ENEMMEA6RXO,Dubai Islamic Bank,DIBDMEA5E82,7164.44,EUR,MT950,2018,Incoming,Corporate Payment,Middle East,Middle East,MT
676,Deutsche Bank,DBDEAFDWKG7,Emirates NBD,ENEMMEA6RXO,5494.69,EUR,MT799,2023,Outgoing,Retail Payment,Africa,Southeast Asia,MT
677,Dubai Islamic Bank,DIBDMEA5E82,BNP Paribas,BPBNSAGC7SV,115196.15,USD,MT950,2023,Outgoing,Loan Disbursement,Middle East,Asia Pacific,MT
678,Royal Bank of Canada,RBOCAPJ0UHW,UBS,UBSXCAE3O4P,401507.1,USD,MT940,2018,Outgoing,Retail Payment,Asia Pacific,Central Asia,MT
679,Goldman Sachs,GSGOAPYB7P0,Sharjah Islamic Bank,SIBSMEAWAQ7,10759.36,USD,MT940,2015,Incoming,Treasury Operations,Asia Pacific,Middle East,MT
680,JPMorgan Chase,JCJPCSPOOGD,Credit Suisse,CSCREUD3JR5,12301.66,AED,MT760,2020,Outgoing,Interbank Settlement,Central Asia,South Asia,MT
681,JPMorgan Chase,JCJPCSPOOGD,RAK Bank,RBRAMEAANF7,28029119.0,JPY,MT760,2023,Incoming,Treasury Operations,Central Asia,Middle East,MT
682,BNP Paribas,BPBNSAGC7SV,Abu Dhabi Islamic Bank,ADIBMEAAD1L,379243.23,USD,MT103,2021,Incoming,FX Settlement,South Asia,Middle East,MT
683,Abu Dhabi Commercial Bank,ADCBMEAD03P,Emirates NBD,ENEMMEA6RXO,73506.5,EUR,MT103,2016,Outgoing,Corporate Payment,Middle East,Middle East,MT
684,Industrial and Commercial Bank of China,IACBCASEWNX,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,1635.86,USD,MT950,2018,Incoming,Trade Finance,Caribbean,Middle East,MT
685,Emirates NBD,ENEMMEA6RXO,Commercial Bank of Dubai,CBODMEA7WUU,35551.6,USD,MT799,2015,Outgoing,Investment,Middle East,Middle East,MT
686,Goldman Sachs,GSGOAPYB7P0,RAK Bank,RBRAMEAANF7,22788.52,EUR,MT940,2018,Outgoing,FX Settlement,Asia Pacific,Middle East,MT
687,Citibank,CCITCSAWGWT,Dubai Islamic Bank,DIBDMEA5E82,95394.49,AED,MT950,2018,Outgoing,Investment,Central Asia,Middle East,MT
688,Standard Chartered,SCSTSAJOP2N,National Bank of Fujairah,NBOFMEAE56L,47151.99,USD,MT202,2016,Outgoing,Corporate Payment,South Asia,Middle East,MT
689,First Abu Dhabi Bank,FADBMEA2699,Abu Dhabi Commercial Bank,ADCBMEAD03P,99775.81,EUR,MT940,2017,Outgoing,Loan Disbursement,Middle East,Middle East,MT
690,JPMorgan Chase,JCJPCSPOOGD,Barclays,BBARCAJJO3R,6088.38,GBP,MT910,2018,Incoming,Treasury Operations,Central Asia,Latin America,MT
691,Credit Suisse,CSCREUD3JR5,Emirates NBD,ENEMMEA6RXO,35755.58,USD,MT910,2020,Outgoing,Corporate Payment,Europe,Middle East,MT
692,Citibank,CCITCSAWGWT,Morgan Stanley,MSMOAFSRT5V,2010038.0,JPY,MT103,2016,Outgoing,Corporate Payment,Central Asia,Africa,MT
693,JPMorgan Chase,JCJPCSPOOGD,Credit Suisse,CSCREUD3JR5,46822.41,SGD,MT950,2018,Incoming,FX Settlement,Central Asia,Caribbean,MT
694,First Abu Dhabi Bank,FADBMEA2699,Mashreq Bank,MBMAMEAE4ZY,523.27,USD,MT940,2017,Incoming,Treasury Operations,Middle East,South Asia,MT
695,Royal Bank of Canada,RBOCAPJ0UHW,National Bank of Fujairah,NBOFMEAE56L,1585.84,USD,MT940,2021,Outgoing,Retail Payment,Asia Pacific,Middle East,MT
696,First Abu Dhabi Bank,FADBMEA2699,United Arab Bank,UABUMEAPCIA,4261.35,USD,MT940,2022,Outgoing,Treasury Operations,Middle East,Middle East,MT
697,First Abu Dhabi Bank,FADBMEA2699,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,60987.27,USD,MT202,2019,Outgoing,Corporate Payment,Middle East,Middle East,MT
698,Deutsche Bank,DBDEAFDWKG7,United Arab Bank,UABUMEAPCIA,4883.97,GBP,MT799,2021,Outgoing,Loan Disbursement,Africa,Middle East,MT
699,Barclays,BBARCAJJO3R,Emirates NBD,ENEMMEA6RXO,10303.8,EUR,MT103,2018,Incoming,Trade Finance,Caribbean,Middle East,MT
700,Wells Fargo,WFWENAPH7O1,National Bank of Fujairah,NBOFMEAE56L,7477.08,EUR,MT103,2017,Outgoing,Investment,North America,Middle East,MT
701,Emirates NBD,ENEMMEA6RXO,Abu Dhabi Commercial Bank,ADCBMEAD03P,4339.39,GBP,MT103,2021,Incoming,Treasury Operations,Middle East,Middle East,MT
702,JPMorgan Chase,JCJPCSPOOGD,Emirates NBD,ENEMMEA6RXO,20075.19,USD,MT799,2018,Outgoing,Interbank Settlement,Central Asia,Middle East,MT
703,HSBC,HSBCSAJE8V3,National Bank of Fujairah,NBOFMEAE56L,373091.65,AED,MT103,2018,Incoming,Investment,South Asia,Middle East,MT
704,Citibank,CCITCSAWGWT,Emirates NBD,ENEMMEA6RXO,2403.25,USD,MT950,2016,Incoming,FX Settlement,Central Asia,Asia Pacific,MT
705,HSBC,HSBCSAJE8V3,National Bank of Fujairah,NBOFMEAE56L,453449.04,EUR,MT950,2021,Outgoing,FX Settlement,South Asia,Middle East,MT
706,UBS,UBSXCAE3O4P,Sharjah Islamic Bank,SIBSMEAWAQ7,137928.35,EUR,MT760,2022,Incoming,Interbank Settlement,Caribbean,Middle East,MT
707,Credit Suisse,CSCREUD3JR5,Dubai Islamic Bank,DIBDMEA5E82,600532.67,AED,MT760,2023,Outgoing,FX Settlement,Europe,Middle East,MT
708,Morgan Stanley,MSMOAFSRT5V,Mashreq Bank,MBMAMEAE4ZY,110340.87,EUR,MT760,2020,Outgoing,Corporate Payment,Africa,Middle East,MT
709,First Abu Dhabi Bank,FADBMEA2699,Bank of America,BOABAPYTBUG,36468.98,USD,MT700,2019,Outgoing,Treasury Operations,Middle East,Southeast Asia,MT
